gene_name,chromosome,phewas phenotype,gene_id,Adipose - Subcutaneous,Adipose - Visceral (Omentum),Adrenal Gland,Artery - Aorta,Artery - Coronary,Artery - Tibial,Bladder,Brain - Amygdala,Brain - Anterior cingulate cortex (BA24),Brain - Caudate (basal ganglia),Brain - Cerebellar Hemisphere,Brain - Cerebellum,Brain - Cortex,Brain - Frontal Cortex (BA9),Brain - Hippocampus,Brain - Hypothalamus,Brain - Nucleus accumbens (basal ganglia),Brain - Putamen (basal ganglia),Brain - Spinal cord (cervical c-1),Brain - Substantia nigra,Breast - Mammary Tissue,Cells - EBV-transformed lymphocytes,Cells - Transformed fibroblasts,Cervix - Ectocervix,Cervix - Endocervix,Colon - Sigmoid,Colon - Transverse,Esophagus - Gastroesophageal Junction,Esophagus - Mucosa,Esophagus - Muscularis,Fallopian Tube,Heart - Atrial Appendage,Heart - Left Ventricle,Kidney - Cortex,Liver,Lung,Minor Salivary Gland,Muscle - Skeletal,Nerve - Tibial,Ovary,Pancreas,Pituitary,Prostate,Skin - Not Sun Exposed (Suprapubic),Skin - Sun Exposed (Lower leg),Small Intestine - Terminal Ileum,Spleen,Stomach,Testis,Thyroid,Uterus,Vagina,Whole Blood
SHROOM3,4,Acne,ENSG00000138771.10,0.7815,0.7956,1.6045,27.13,13.99,17.91,6.496,0.77615,1.697,0.7155,11.735,11.04,2.7785,2.694,0.5876,0.7972,0.7412,0.61875,1.128,0.561,8.6825,1.8245,4.09,1.992,1.879,7.555,17.08,9.383,15.29,12.16,7.617,1.737,1.75,5.184,4.136,11.39,15.95,0.09774,15.435,0.8302,2.507,6.417,10.64,3.639,4.535,16.02,3.136,15.04,1.253,5.262,1.981,3.573,0.02034
SIN3A,15,Skin cancer,ENSG00000169375.11,18.965,12.86,10.845,18.13,15.3,22.92,26.11,4.9105,5.15,5.9,14.75,13.85,6.469,6.336,4.594,6.175,6.89,4.673,5.256,4.63,18.265,22.185,17.45,20.86,26.27,18.34,12.655,18.2,12.28,17.76,22.81,5.863,3.898,6.176,4.666,17.25,13.06,6.6095,20.62,23.81,5.0645,12.9,16.4,18.14,19.75,13.64,16.555,9.992,24.94,22.58,25.65,17.86,6.17
SIPA1L1,14,Skin cancer,ENSG00000197555.5,7.298,6.303,17.4,17.2,18.08,28.16,11.9,16.29,19.85,25.995,39.185,36.92,26.905,27.93,13.87,10.91,35.96,16.53,7.868,7.734,8.516,36.745,22.84,9.6785,10.41,14.42,10.63,11.68,11.23,12.38,11.12,1.692,1.071,7.822,5.928,14.46,9.713,1.318,26.035,6.057,5.329,20.76,9.7165,11.41,12.81,11.14,24.14,10.12,21.2,18.275,10.65,9.297,10.32
SIPA1L1,14,Seborheic dermatitis,ENSG00000197555.5,7.298,6.303,17.4,17.2,18.08,28.16,11.9,16.29,19.85,25.995,39.185,36.92,26.905,27.93,13.87,10.91,35.96,16.53,7.868,7.734,8.516,36.745,22.84,9.6785,10.41,14.42,10.63,11.68,11.23,12.38,11.12,1.692,1.071,7.822,5.928,14.46,9.713,1.318,26.035,6.057,5.329,20.76,9.7165,11.41,12.81,11.14,24.14,10.12,21.2,18.275,10.65,9.297,10.32
SLC12A9,7,Skin cancer,ENSG00000146828.13,18.335,17.31,16.9,21.83,22.51,19.16,30.73,9.667,8.549,10.35,32.855,33.42,10.435,10.02,10.85,11.45,10.17,9.429,27.28,13.13,19.225,15.28,19.68,32.76,32.11,24.89,21.32,20.445,17.82,21.23,29.06,6.937,4.194,12.85,7.52,32.5,19.66,2.6905,27.27,30.36,9.513,19.64,34.285,23.05,22.82,23.93,66.72,15.59,10.18,29.025,36.94,25.78,118.4
SLC15A2,3,Atopic or contact dermatitis,ENSG00000163406.6,1.411,1.336,1.2495,1.461,1.521,0.9139,1.902,10.325,10.66,12.56,5.131,6.518,11.05,9.96,5.432,5.171,12.74,7.81,3.106,4.5965,1.567,5.822,0.223,1.403,1.962,1.164,1.783,1.1795,3.657,0.8608,3.095,1.499,1.104,4.171,0.4799,13.1,15.31,0.3901,2.094,1.611,2.192,6.254,18.33,0.7469,0.8325,2.223,10.12,0.82005,4.249,4.0365,1.638,2.464,1.869
SLC15A4,12,Skin cancer,ENSG00000139370.6,19.915,14.12,7.6795,38.04,19.27,20.8,15.83,5.7095,5.765,6.118,21.855,17.92,6.555,7.734,6.292,7.739,6.137,5.333,14.38,6.8185,17.97,73.865,26.7,28.175,26.71,15.97,9.9945,16.63,10.81,16.05,22.49,7.387,4.767,6.986,8.611,19.05,11.28,22.98,23.13,18.71,5.91,14.66,14.5,15.41,16.98,12.24,22.195,8.0935,24.39,17.365,28.31,18.36,42.86
SLC16A9,10,Skin cancer,ENSG00000165449.7,1.2615,0.8122,147.35,4.556,5.733,5.787,2.203,5.0415,4.691,6.882,30.97,31.78,5.942,4.635,3.857,4.006,6.085,3.6625,4.435,3.98,1.6135,3.377,0.1561,20.87,19.18,0.7357,6.02,1.2145,13.83,0.8048,27.07,1.672,0.6094,14.24,0.2412,1.229,3.218,2.4375,2.3685,32.45,1.037,11.07,8.3995,0.3764,0.5009,1.346,22.25,0.9065,4.13,18.045,18.01,17.25,0.03312
SLC17A1,6,Skin cancer,ENSG00000124568.6,0,0,0.19505,0.04538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02317,0,0,0.054025,0,0,0,0,0.03083,0,36.82,11.27,0.01912,0,0,0,0.1692,0.070295,0.04274,0,0,0,0.1189,0.022935,0,3.829,0,0,0,0
SLC17A1,6,Acne,ENSG00000124568.6,0,0,0.19505,0.04538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02317,0,0,0.054025,0,0,0,0,0.03083,0,36.82,11.27,0.01912,0,0,0,0.1692,0.070295,0.04274,0,0,0,0.1189,0.022935,0,3.829,0,0,0,0
SLC22A1,6,Acne,ENSG00000175003.8,0.6579,0.5485,0.39755,0.7066,0.5726,0.6968,0.4347,0.1111,0.151,0.1422,0.1986,0.2856,0.2472,0.1801,0.1482,0.1617,0.1682,0.1245,0.1531,0.11885,0.74335,0.3284,0.2145,0.73505,0.7633,0.4138,0.4775,0.33955,0.467,0.3251,0.8648,0.1172,0.0798,0.6242,384.5,0.9188,0.6003,0.5456,0.69335,0.8724,0.29095,0.6884,0.88185,0.6707,0.8738,0.483,1.932,0.43735,0.7791,1.569,0.8435,0.8057,3.75
SLC22A11,11,Psoriasis,ENSG00000168065.11,0.019655,0.03066,0.1297,0.04093,0.03174,0.01898,0.01291,0.01189,0.01774,0.02177,0.09237,0.0901,0.0275,0.02788,0.01494,0.03227,0.01409,0.0181,0.039,0.04011,0.05311,0.0077895,0.01596,0.030775,0.1861,0.02473,0.035455,0.01742,0.01028,0.013215,0.05462,0.01621,0.004087,25.29,0.1306,0.03167,0.02694,0.01019,0.04393,0.09014,0.04777,0.05837,0.058555,0.01423,0.01524,0.0368,0.15345,0.011065,0.2733,0.074975,0.08871,0.03287,0.008592
SLC22A11,11,Photodermatitis & sunburn,ENSG00000168065.11,0.019655,0.03066,0.1297,0.04093,0.03174,0.01898,0.01291,0.01189,0.01774,0.02177,0.09237,0.0901,0.0275,0.02788,0.01494,0.03227,0.01409,0.0181,0.039,0.04011,0.05311,0.0077895,0.01596,0.030775,0.1861,0.02473,0.035455,0.01742,0.01028,0.013215,0.05462,0.01621,0.004087,25.29,0.1306,0.03167,0.02694,0.01019,0.04393,0.09014,0.04777,0.05837,0.058555,0.01423,0.01524,0.0368,0.15345,0.011065,0.2733,0.074975,0.08871,0.03287,0.008592
SLC22A4,5,Skin cancer,ENSG00000197208.5,2.0715,2.294,2.1495,1.961,2.164,1.707,1.619,1.79,1.821,1.753,3.975,4.157,1.9075,1.86,1.667,3.275,1.915,1.2565,3.841,2.078,2.3615,0.18565,5.623,1.8815,3.309,1.627,1.8465,0.9553,0.4466,1.0135,7.084,1.524,0.6224,2.241,0.4205,4.121,2.484,3.413,4.141,3.319,0.29315,4.631,3.553,1.325,1.763,4.868,8.003,0.5833,1.431,1.534,2.453,1.556,27.26
SLC22A5,5,Skin cancer,ENSG00000197375.8,7.632,12.58,12.26,15.5,10.49,8.925,18.41,6.461,6.63,9.0175,38.16,38.09,8.263,7.675,6.027,7.944,9.216,7.378,5.741,6.4035,12.96,2.536,3.997,13.51,19.04,10.55,19.76,10.29,8.273,9.958,19.07,8.855,10.68,25.84,7.709,10.99,15.77,48.715,15.495,18.08,8.6645,27.35,25.82,16.94,16.18,23.3,7.6955,11.815,11.88,19.515,16.42,15.63,1.503
SLC25A43,X,Skin cancer,ENSG00000077713.14,21.44,18.85,3.6665,14.4,16.34,13.82,13.18,3.1635,3.231,3.062,8.9825,8.064,3.249,3.404,2.252,3.219,3.103,2.468,4.785,3.3415,17.39,18.37,31.45,17.49,17.13,10.43,15.405,10.775,33.6,10.27,14.97,4.85,1.784,7.426,5.215,16.67,16.47,1.3035,26.19,13.54,4.6525,4.037,10.155,24.65,24.18,13.44,8.905,6.3365,4.074,10.235,15.81,26.33,2.183
SLC25A43,X,Atopic or contact dermatitis,ENSG00000077713.14,21.44,18.85,3.6665,14.4,16.34,13.82,13.18,3.1635,3.231,3.062,8.9825,8.064,3.249,3.404,2.252,3.219,3.103,2.468,4.785,3.3415,17.39,18.37,31.45,17.49,17.13,10.43,15.405,10.775,33.6,10.27,14.97,4.85,1.784,7.426,5.215,16.67,16.47,1.3035,26.19,13.54,4.6525,4.037,10.155,24.65,24.18,13.44,8.905,6.3365,4.074,10.235,15.81,26.33,2.183
SLC26A9,1,Skin cancer,ENSG00000174502.14,0.06096,0.1742,0.016095,0.2204,0.1305,0.05923,0.05057,0.42885,0.2178,0.4933,0.16775,0.24,0.3154,0.2847,0.7376,0.4222,0.3487,0.48595,3.193,0.99195,0.05933,0.082675,0.03676,0.078805,0.08832,0.02094,0.01665,0.028265,0.7306,0.029365,0.2437,9.437,7.721,2.211,0.02371,18.89,7.894,0.426,0.047545,0.05829,1.601,0.8534,0.1166,5.614,5.989,0.02072,0.03895,56.185,0.3093,3.6945,0.02691,0.5974,0.01282
SLC27A1,19,Acne,ENSG00000130304.12,23.1,20.52,23.975,13.43,18.45,14.35,18.47,15.845,16.32,15.595,43.16,50.37,20.65,17.12,15.24,15.89,15.98,15.385,22.68,17.32,24.27,2.7875,15.08,24.485,33.69,17.16,8.241,15.94,7.859,13.665,20.82,13.66,12.6,7.09,3.678,14.8,22.97,12.285,41.895,46.21,6.496,25.34,31.315,16.43,15.18,6.925,13.38,11.57,27.88,25.41,26.36,18.65,4.698
SLC39A11,17,Atopic or contact dermatitis,ENSG00000133195.7,7.739,5.625,5.2005,5.416,6.444,6.594,6.719,3.631,3.542,4.347,2.4975,3.32,4.143,4.201,3.573,3.427,3.054,4.347,6.44,5.0525,9.453,7.805,7.822,5.927,5.617,2.8,6.8975,3.5015,10.16,3.457,4.754,1.618,0.9094,3.75,8.375,6.942,11.87,1.203,5.507,2.091,5.1895,2.062,5.2735,10.28,8.589,7.777,5.625,8.6835,4.431,17.195,4.056,8.207,2.562
SLC39A11,17,Seborheic dermatitis,ENSG00000133195.7,7.739,5.625,5.2005,5.416,6.444,6.594,6.719,3.631,3.542,4.347,2.4975,3.32,4.143,4.201,3.573,3.427,3.054,4.347,6.44,5.0525,9.453,7.805,7.822,5.927,5.617,2.8,6.8975,3.5015,10.16,3.457,4.754,1.618,0.9094,3.75,8.375,6.942,11.87,1.203,5.507,2.091,5.1895,2.062,5.2735,10.28,8.589,7.777,5.625,8.6835,4.431,17.195,4.056,8.207,2.562
SLC44A4,6,Psoriasis,ENSG00000204385.6,0.4273,0.723,11.005,0.1645,0.1995,0.174,24.58,0.048805,0.03048,0.045365,0.2091,0.1933,0.046745,0.03747,0.07994,0.06573,0.0364,0.035725,0.07128,0.029635,5.842,0.08538,0.07703,2.988,6.426,0.6816,190.95,0.1256,0.5965,0.1197,13.8,0.04772,0.02712,29.86,0.1772,18.17,54.22,0.044185,1.8035,2.959,4.5825,28.71,151.35,1.062,1.597,126.2,2.342,91.6,1.615,3.5165,4.174,2.016,0.07778
SLC44A4,6,Seborheic dermatitis,ENSG00000204385.6,0.4273,0.723,11.005,0.1645,0.1995,0.174,24.58,0.048805,0.03048,0.045365,0.2091,0.1933,0.046745,0.03747,0.07994,0.06573,0.0364,0.035725,0.07128,0.029635,5.842,0.08538,0.07703,2.988,6.426,0.6816,190.95,0.1256,0.5965,0.1197,13.8,0.04772,0.02712,29.86,0.1772,18.17,54.22,0.044185,1.8035,2.959,4.5825,28.71,151.35,1.062,1.597,126.2,2.342,91.6,1.615,3.5165,4.174,2.016,0.07778
SLC44A4,6,Acne,ENSG00000204385.6,0.4273,0.723,11.005,0.1645,0.1995,0.174,24.58,0.048805,0.03048,0.045365,0.2091,0.1933,0.046745,0.03747,0.07994,0.06573,0.0364,0.035725,0.07128,0.029635,5.842,0.08538,0.07703,2.988,6.426,0.6816,190.95,0.1256,0.5965,0.1197,13.8,0.04772,0.02712,29.86,0.1772,18.17,54.22,0.044185,1.8035,2.959,4.5825,28.71,151.35,1.062,1.597,126.2,2.342,91.6,1.615,3.5165,4.174,2.016,0.07778
SLC44A5,1,Photodermatitis & sunburn,ENSG00000137968.12,0.1174,0.2658,0.3184,0.4773,0.3983,0.3317,2.2,1.3555,1.796,0.6926,0.3155,0.3278,2.49,2.782,1.422,2.063,0.6402,0.4799,0.8792,1.47,0.57045,0.1405,0.02719,0.9663,0.425,0.2463,0.4101,0.26175,6.342,0.17445,0.5521,0.3913,0.1304,0.4421,0.1322,0.2258,1.29,0.4276,0.1579,1.22,0.71295,4.118,0.38,4.921,6.218,0.4511,0.5153,0.20165,6.055,0.81285,0.332,0.983,0.01849
SLC45A2,5,Photodermatitis & sunburn,ENSG00000164175.10,0.02544,0.0259,0.05099,0.03405,0.03204,0.03113,0.0348,0.1143,0.1129,0.1645,0.3053,0.3554,0.1905,0.1613,0.1297,0.2952,0.1799,0.09732,0.23,0.16325,0.04081,0.016655,0.02436,0.033145,0.03704,0.03203,0.11555,0.02745,0.01848,0.02364,0.09376,0.1448,0.02272,0.2152,0.357,0.06444,0.08289,0.0718,0.0604,0.04039,0.03766,0.2098,0.14595,0.3947,0.5466,0.05005,0.046195,0.11895,1.56,0.049305,0.03981,0.03358,0.0174
SLC45A2,5,Skin cancer,ENSG00000164175.10,0.02544,0.0259,0.05099,0.03405,0.03204,0.03113,0.0348,0.1143,0.1129,0.1645,0.3053,0.3554,0.1905,0.1613,0.1297,0.2952,0.1799,0.09732,0.23,0.16325,0.04081,0.016655,0.02436,0.033145,0.03704,0.03203,0.11555,0.02745,0.01848,0.02364,0.09376,0.1448,0.02272,0.2152,0.357,0.06444,0.08289,0.0718,0.0604,0.04039,0.03766,0.2098,0.14595,0.3947,0.5466,0.05005,0.046195,0.11895,1.56,0.049305,0.03981,0.03358,0.0174
SLC6A6,3,Skin cancer,ENSG00000131389.12,22.11,16.67,43.15,16.78,13.18,9.809,19.99,4.0475,4.968,8.435,19.74,21.2,8.33,7.341,6.34,6.568,7.105,8.264,11.31,7.5625,19.62,12.81,7.276,11.365,20.22,7.782,7.175,9.581,12,9.9925,13.63,21.27,7.449,21.09,1.495,50.65,27.43,19.23,11.1,88.16,2.0085,20.5,14.905,29.68,34.89,33.49,56.085,12.025,7.228,25.81,29.25,16.74,101.6
SLC9A9,3,Skin cancer,ENSG00000181804.10,12.29,13.2,7.4805,8.043,12.63,8.392,20.02,6.903,4.546,6.1115,1.7605,2.387,4.5905,4.704,5.943,8.213,5.757,5.434,26.38,9.89,8.195,4.1615,7.436,12.49,10.9,11.97,6.4825,11.46,14.18,11.305,14.49,4.316,1.273,1.511,1.159,10.73,6.196,1.342,8.1875,11.89,0.645,6.222,11.27,12.01,12.53,9.785,15.885,4.267,1.616,7.4895,8.25,15.01,3.252
SLC9A9,3,Psoriasis,ENSG00000181804.10,12.29,13.2,7.4805,8.043,12.63,8.392,20.02,6.903,4.546,6.1115,1.7605,2.387,4.5905,4.704,5.943,8.213,5.757,5.434,26.38,9.89,8.195,4.1615,7.436,12.49,10.9,11.97,6.4825,11.46,14.18,11.305,14.49,4.316,1.273,1.511,1.159,10.73,6.196,1.342,8.1875,11.89,0.645,6.222,11.27,12.01,12.53,9.785,15.885,4.267,1.616,7.4895,8.25,15.01,3.252
SMAD7,18,Photodermatitis & sunburn,ENSG00000101665.4,38.54,38.68,12.185,107.2,62.79,134.7,37.04,7.112,8.601,9.148,35.97,35.56,11.58,10.94,8.485,9.403,6.758,8.969,19.8,9.422,34.28,22.425,12.4,32.845,34.41,20.74,20.575,24.74,9.634,23.12,21.88,56.86,9.656,17.75,8.381,48.26,12.75,7.925,27.015,20.36,4.856,18.1,27.285,16.11,18.48,26.7,13.675,15.715,4.512,52.085,30.37,34.14,2.98
SOX17,8,Atopic or contact dermatitis,ENSG00000164736.5,42.58,64.79,1.5045,7.918,17.24,10.39,10.28,1.501,1.602,1.899,1.054,1.43,2.1325,1.812,1.9,2.07,1.757,2.1665,3.131,2.8255,47.125,0.026815,0.05141,13.26,21.1,11.86,4.6555,12.965,3.778,12.21,44.5,6.681,7.396,2.422,0.7919,16.99,5.062,6.5035,50.1,5.562,1.197,3.569,8.0835,6.572,7.543,4.37,23.265,4.2505,7.742,11.115,30.22,12.73,0.05714
SOX5,12,Photodermatitis & sunburn,ENSG00000134532.11,5.086,3.489,0.262,4.535,3.84,8.182,3.331,2.868,3.323,2.559,0.87185,1.264,2.7225,3.445,2.048,2.548,2.459,1.688,1.648,1.8255,3.371,0.17185,0.1972,5.2355,7.827,1.768,0.943,1.825,0.395,1.0345,3.949,0.8589,0.248,0.4701,2.481,2.499,1.394,0.266,6.2595,4.374,0.1982,1.419,1.713,4.063,3.818,1.011,0.97695,0.76265,14.95,2.5525,4.2,2.82,0.02094
SOX8,16,Photodermatitis & sunburn,ENSG00000005513.9,1.388,1.966,0.7177,10.8,4.866,2.543,2.431,57.64,35.16,60.915,18.18,22.07,39.175,35.78,66.93,54.68,63.12,65.135,129.7,73.67,3.176,0.15675,0.3687,2.945,5.105,6.75,2.944,5.1945,0.8996,4.395,2.498,4.176,1.255,0.5869,0.1606,1.12,4.358,0.7173,123.9,0.5607,1.279,3.418,3.2415,7.367,10.45,3.807,2.636,1.1305,8.461,1.938,2.166,2.863,0.309
SP7,12,Seborheic dermatitis,ENSG00000170374.4,0.2345,0.03193,0.016255,0.04143,0.03564,0.04782,0.02746,0.2401,0.2579,0.1918,0.1461,0.1405,0.2798,0.2491,0.1763,0.117,0.178,0.16755,0.3744,0.1289,0.057915,0.01245,0.02181,0.069105,0.04406,0.03553,0.022455,0.044325,0.0511,0.03071,0.1082,0.009397,0,0.009887,0,0.02861,0.02768,0.008459,0.32245,0.07272,0.0079635,0.02424,0.029785,0.07522,0.09597,0.02592,0.03969,0.01708,1.574,0.4278,0.09528,0.04709,0.01233
SP7,12,Psoriasis,ENSG00000170374.4,0.2345,0.03193,0.016255,0.04143,0.03564,0.04782,0.02746,0.2401,0.2579,0.1918,0.1461,0.1405,0.2798,0.2491,0.1763,0.117,0.178,0.16755,0.3744,0.1289,0.057915,0.01245,0.02181,0.069105,0.04406,0.03553,0.022455,0.044325,0.0511,0.03071,0.1082,0.009397,0,0.009887,0,0.02861,0.02768,0.008459,0.32245,0.07272,0.0079635,0.02424,0.029785,0.07522,0.09597,0.02592,0.03969,0.01708,1.574,0.4278,0.09528,0.04709,0.01233
SPEF2,5,Skin cancer,ENSG00000152582.8,1.4085,1.131,1.9645,1.341,1.841,1.73,2.204,1.3905,1.651,2.04,2.0635,2.04,2.16,2.575,1.392,2.84,3.526,1.1335,1.588,0.9895,2.5435,0.21105,2.096,7.9975,12.82,1.407,1.0765,1.332,0.5822,1.1475,4.982,0.81,0.3028,2.509,0.4727,2.677,1.893,0.15185,4.8735,5.14,1.4755,6.805,2.859,0.9694,0.9668,1.116,2.301,1.1445,7.075,6.112,8.347,4.147,0.1828
SPEF2,5,Atopic or contact dermatitis,ENSG00000152582.8,1.4085,1.131,1.9645,1.341,1.841,1.73,2.204,1.3905,1.651,2.04,2.0635,2.04,2.16,2.575,1.392,2.84,3.526,1.1335,1.588,0.9895,2.5435,0.21105,2.096,7.9975,12.82,1.407,1.0765,1.332,0.5822,1.1475,4.982,0.81,0.3028,2.509,0.4727,2.677,1.893,0.15185,4.8735,5.14,1.4755,6.805,2.859,0.9694,0.9668,1.116,2.301,1.1445,7.075,6.112,8.347,4.147,0.1828
SPRY2,13,Skin cancer,ENSG00000136158.6,78.975,73.58,15.395,45.97,53.09,50.53,35.96,22.485,27.76,24.07,94.43,94.24,30.93,31.63,21.03,18.22,23.15,19.485,28.45,20.355,77.21,4.998,34.15,36.965,59.93,45.46,34.325,42.21,15.24,37.7,74.3,23.16,18.63,11.92,11.41,41.67,25.59,18.41,127.35,21.07,10.785,13.32,33.11,27.3,29.73,22.3,33.37,16.31,6.21,39.08,43.31,36.73,0.7886
SPTBN1,2,Psoriasis,ENSG00000115306.11,239.7,209.6,119.5,152.4,169.6,120.5,107.1,144.85,139,144.3,136.1,120.1,139.9,158.7,131.6,125.5,132.9,135.5,137.9,135.55,161.7,106.4,94.32,88.6,109.6,133.4,82.535,166.95,42.64,164.95,109.2,92.09,80.36,59.7,38.54,269.7,69.03,32.615,389.85,126.4,26.535,69.54,84.745,77.71,83.24,69.77,71.92,60.93,56.08,153.4,132.5,89.66,4.371
SRR,17,Atopic or contact dermatitis,ENSG00000167720.8,4.8655,3.915,5.789,3.728,4.462,4.383,5.16,4.381,5.089,4.399,7.002,6.56,5.096,5.562,4.3,4.99,4.738,3.549,5.48,4.2235,4.9045,8.1815,9.484,5.48,5.648,5.839,3.5365,5.45,3.73,6.245,6.867,2.479,1.661,2.187,1.423,3.98,4.077,2.7085,5.318,4.896,2.263,4.189,4.9405,3.808,3.967,3.293,3.6555,3.033,6.931,4.714,6.106,4.198,0.5858
ST6GAL1,3,Photodermatitis & sunburn,ENSG00000073849.10,21.505,24.71,10.525,41.73,35.8,29.82,11.81,8.0665,7.726,7.386,3.007,3.398,10.245,10.86,7.758,9.038,6.011,6.112,17.99,13.505,21.085,176.2,1.288,18.015,43.79,5.201,15.495,7.7125,5.401,7.6395,26.88,12.65,11.37,27.75,179.4,28.15,40.39,4.718,14.425,8.37,2.5085,10.76,40.77,7.248,8.041,17.91,74.78,7.605,2.059,29.03,22.85,11.16,11.8
ST8SIA1,12,Photodermatitis & sunburn,ENSG00000111728.6,0.4462,0.6071,1.5195,0.8818,0.9503,0.4639,3.372,2.2085,2.726,1.7055,8.436,8.148,3.0775,4.397,2.06,3.536,2.325,0.95265,2.273,2.735,0.9171,0.021635,0.1895,2.201,1.827,3.342,1.00695,2.3385,0.4504,1.862,0.9582,0.8634,0.1682,0.09606,0.02631,1.524,0.6684,0.071075,0.3597,0.5702,0.04115,0.1791,2.0165,1.088,0.9507,0.8374,0.5422,0.4014,0.683,0.6745,2.098,1.549,0.08319
STAT6,12,Acne,ENSG00000166888.6,141.35,129.6,126.8,179.6,162.4,184.2,226.7,9.576,12.81,16.14,4.112,5.999,24.585,22.29,9.143,8.623,17.35,12.15,15.34,10.785,131.6,166.85,137.5,194.15,213,164.5,133.45,169.5,136.8,156.15,186.3,47.61,22.12,78.23,58.95,187.6,119.7,9.9965,164.7,218.1,35.34,29.19,174.5,149.1,148.7,161.4,221.15,103.3,36.25,137.65,211.4,174.8,192.9
STK11,19,Photodermatitis & sunburn,ENSG00000118046.10,43.535,37.67,43.765,49.66,44.93,51.54,55.63,25.04,32.2,24.4,80.74,76.89,37.895,38.61,23.86,24.82,27.03,20.97,21.46,21.185,44.125,45.84,41.23,55.395,66.95,47.48,42.855,42.35,41.05,40.53,48.33,28.27,21.56,27.54,22.21,42.99,35.18,61.455,55.225,56.65,16.435,52.12,56.99,47.29,50.18,41.78,61.19,36.81,183.4,55.065,62.57,50.87,36.75
STMN2,8,Seborheic dermatitis,ENSG00000104435.9,3.1855,0.1531,0.48675,0.1506,0.9224,0.4289,0.2391,158.5,304.4,105.15,990.55,719.1,349.15,556.4,139.2,407.8,135,95.095,37.24,163.95,0.84675,0.10345,44.47,0.9626,1.104,31.88,20.04,6.863,0.1292,7.371,0.1933,0.2784,0.1033,0.0937,0.2064,0.3377,0.8818,0.1151,3.058,0.2894,1.443,11.57,1.1215,2.307,6.228,9.516,1.257,2.0165,1.184,0.2357,0.2515,1.733,0.115
STX17,9,Psoriasis,ENSG00000136874.6,9.596,8.288,8.4355,9.589,9.745,12.18,12.67,4.0665,3.951,4.0005,6.2995,7.633,4.531,4.812,4.246,5.35,4.397,3.4715,8.954,5.172,10.575,17.915,10.01,13.79,15,11.07,7.881,11.07,11.36,10.88,10.28,4.869,3.547,4.732,5.424,10.63,11.99,8.777,11.415,14.34,4.885,11.26,12.735,12.79,13.28,8.24,6.574,7.0715,12.32,14.455,13.86,14.47,1.807
STXBP5,6,Psoriasis,ENSG00000164506.10,7.6465,6.092,10.305,8.67,9.397,12.87,9.932,2.342,4.302,2.5915,9.769,12.69,5.9725,6.991,2.55,3.931,2.824,1.9525,3.137,2.4625,7.3105,6.438,40.16,13.565,11.11,7.359,8.6355,6.273,13.2,5.722,8.404,2.856,2.01,1.843,1.142,7.157,6.545,4.7555,10.245,5.816,6.8485,12.07,9.441,13.7,15.77,11.33,7.2555,4.47,22.82,8.038,9.287,16.36,6.966
SUMF1,3,Photodermatitis & sunburn,ENSG00000144455.9,12.63,10.37,10.265,17.43,14.18,11.8,13.22,2.285,2.203,2.82,2.099,2.227,2.5545,2.763,2.353,3.485,2.957,2.514,4.912,2.9565,11.635,3.6745,22.63,11.334,12.06,7.091,9.2875,7.649,13.53,7.3775,10.87,3.638,1.796,11.11,5.436,12.05,12.12,1.081,13.125,11.2,4.5645,10.01,10.4,11.49,11.34,7.28,10.62,8.806,4.974,15.885,10.98,12.55,4.863
SYCP2L,6,Atopic or contact dermatitis,ENSG00000153157.8,1.357,1.029,0.3966,0.6606,0.7665,0.5174,0.7765,0.63385,0.7933,0.72585,3.7015,3.52,1.1475,1.113,0.6236,0.7324,0.8016,0.6335,0.981,0.6143,1.0385,1.3215,0.2355,0.75785,1.209,0.7373,0.41375,0.9702,0.2469,0.85175,0.903,0.4415,0.5584,1.068,0.09375,2.783,0.5794,0.22465,2.3965,1.908,1.1705,0.8141,1.0715,0.6291,0.894,0.4623,0.3778,0.4351,7.209,2.312,1.278,0.6131,0.0458
TAGAP,6,Seborheic dermatitis,ENSG00000164691.12,2.099,3.699,1.691,1.548,2.043,0.8968,3.208,0.58005,0.3864,0.5784,0.61725,0.5852,0.56795,0.5498,0.6626,1.219,0.4671,0.39775,4.873,1.241,1.812,1.738,0.03857,1.1265,1.436,1.102,2.294,0.94055,1.248,0.9059,2.351,0.6259,0.2184,0.5397,0.7361,8.488,2.207,0.167,6.257,1.451,0.26935,0.8461,1.3225,1.1,0.94,7.714,28.98,1.376,1.628,1.505,3.823,1.473,49.66
TAGAP,6,Psoriasis,ENSG00000164691.12,2.099,3.699,1.691,1.548,2.043,0.8968,3.208,0.58005,0.3864,0.5784,0.61725,0.5852,0.56795,0.5498,0.6626,1.219,0.4671,0.39775,4.873,1.241,1.812,1.738,0.03857,1.1265,1.436,1.102,2.294,0.94055,1.248,0.9059,2.351,0.6259,0.2184,0.5397,0.7361,8.488,2.207,0.167,6.257,1.451,0.26935,0.8461,1.3225,1.1,0.94,7.714,28.98,1.376,1.628,1.505,3.823,1.473,49.66
